featureid	PC1	PC2	PC3	feature_id	TimePointInWeeks	Taxon	kingdom	phylum	class	order	family	genus	species	Confidence
4334	-0.5355279263500998	0.013644356531041953	-1.3123324017742055	c6723ca6ebbfa3de04b182b1ed8fc51b	9.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_vadinBB60_group; f__Clostridia_vadinBB60_group; g__Clostridia_vadinBB60_group; s__unidentified	nan	Firmicutes	Clostridia	Clostridia_vadinBB60_group	Clostridia_vadinBB60_group	Clostridia_vadinBB60_group	unidentified	0.9897534663929853
4335	-0.5363849547048324	0.012740855082121347	-1.2955910861095397	c6723ca6ebbfa3de04b182b1ed8fc51b	12.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_vadinBB60_group; f__Clostridia_vadinBB60_group; g__Clostridia_vadinBB60_group; s__unidentified	nan	Firmicutes	Clostridia	Clostridia_vadinBB60_group	Clostridia_vadinBB60_group	Clostridia_vadinBB60_group	unidentified	0.9897534663929853
4336	-0.5370585585292322	0.01313480430194099	-1.3128087371909767	c6723ca6ebbfa3de04b182b1ed8fc51b	11.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_vadinBB60_group; f__Clostridia_vadinBB60_group; g__Clostridia_vadinBB60_group; s__unidentified	nan	Firmicutes	Clostridia	Clostridia_vadinBB60_group	Clostridia_vadinBB60_group	Clostridia_vadinBB60_group	unidentified	0.9897534663929853
4337	-0.5366926528927785	0.012369058578221376	-1.2696780484765056	c6723ca6ebbfa3de04b182b1ed8fc51b	18.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_vadinBB60_group; f__Clostridia_vadinBB60_group; g__Clostridia_vadinBB60_group; s__unidentified	nan	Firmicutes	Clostridia	Clostridia_vadinBB60_group	Clostridia_vadinBB60_group	Clostridia_vadinBB60_group	unidentified	0.9897534663929853
4338	-0.5362600670574453	0.013297487976109412	-1.294033198269107	c6723ca6ebbfa3de04b182b1ed8fc51b	6.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_vadinBB60_group; f__Clostridia_vadinBB60_group; g__Clostridia_vadinBB60_group; s__unidentified	nan	Firmicutes	Clostridia	Clostridia_vadinBB60_group	Clostridia_vadinBB60_group	Clostridia_vadinBB60_group	unidentified	0.9897534663929853
4339	-0.5397400319715702	0.01215199128844122	-1.3058934576694345	c6723ca6ebbfa3de04b182b1ed8fc51b	3.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_vadinBB60_group; f__Clostridia_vadinBB60_group; g__Clostridia_vadinBB60_group; s__unidentified	nan	Firmicutes	Clostridia	Clostridia_vadinBB60_group	Clostridia_vadinBB60_group	Clostridia_vadinBB60_group	unidentified	0.9897534663929853
4340	-0.49214984081389385	0.011392227143236414	-1.2836945102351764	c823cf125aa4191424ecc8e208a10c1e	14.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_UCG-001	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-001	nan	0.9991054309958282
4341	-0.4847936111291917	0.01192056214939654	-1.3083108532346739	c823cf125aa4191424ecc8e208a10c1e	9.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_UCG-001	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-001	nan	0.9991054309958282
4342	-0.49555986161153437	0.011085986358091705	-1.2886062890602032	c823cf125aa4191424ecc8e208a10c1e	12.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_UCG-001	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-001	nan	0.9991054309958282
4343	-0.504021877435521	0.011449882268007163	-1.3088715010341867	c823cf125aa4191424ecc8e208a10c1e	11.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_UCG-001	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-001	nan	0.9991054309958282
4344	-0.4994252597002867	0.010742553193908749	-1.2581065886051617	c823cf125aa4191424ecc8e208a10c1e	18.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_UCG-001	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-001	nan	0.9991054309958282
4345	-0.49399098505512296	0.011600155249045205	-1.2867726517557452	c823cf125aa4191424ecc8e208a10c1e	6.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_UCG-001	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-001	nan	0.9991054309958282
4346	-0.537707361215073	0.010542045374744652	-1.3007322023168086	c823cf125aa4191424ecc8e208a10c1e	3.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_UCG-001	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-001	nan	0.9991054309958282
4347	-0.5220571972146774	0.007157680302222885	-1.3281624037756263	ce306cb04429744933d9629c5f19a836	14.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__uncultured; s__uncultured_bacterium	nan	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	uncultured	uncultured_bacterium	0.9693460083152463
4348	-0.5193068674712924	0.0075760436660991075	-1.3314649887333398	ce306cb04429744933d9629c5f19a836	9.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__uncultured; s__uncultured_bacterium	nan	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	uncultured	uncultured_bacterium	0.9693460083152463
4349	-0.5233321277194734	0.006915182789214238	-1.3288213792726562	ce306cb04429744933d9629c5f19a836	12.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__uncultured; s__uncultured_bacterium	nan	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	uncultured	uncultured_bacterium	0.9693460083152463
4350	-0.5264958861673782	0.007203334653463209	-1.3315402065262218	ce306cb04429744933d9629c5f19a836	11.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__uncultured; s__uncultured_bacterium	nan	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	uncultured	uncultured_bacterium	0.9693460083152463
4351	-0.524777313608058	0.0066432344001069454	-1.3247294696035536	ce306cb04429744933d9629c5f19a836	18.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__uncultured; s__uncultured_bacterium	nan	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	uncultured	uncultured_bacterium	0.9693460083152463
4352	-0.522745559865866	0.007322328680195805	-1.3285753742921549	ce306cb04429744933d9629c5f19a836	6.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__uncultured; s__uncultured_bacterium	nan	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	uncultured	uncultured_bacterium	0.9693460083152463
4353	-0.5390901351142103	0.006484461794220686	-1.3304482195681713	ce306cb04429744933d9629c5f19a836	3.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__uncultured; s__uncultured_bacterium	nan	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	uncultured	uncultured_bacterium	0.9693460083152463
4354	-0.5680117186453673	0.004073078404373452	-1.3091360155625742	43799cde6cc536bc7c79df6c73afc3f2	14.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__RF39; f__RF39; g__RF39; s__unidentified	nan	Firmicutes	Bacilli	RF39	RF39	RF39	unidentified	0.9801011959517264
4355	-0.5723386418936685	0.004411334321282023	-1.3215580753254785	43799cde6cc536bc7c79df6c73afc3f2	9.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__RF39; f__RF39; g__RF39; s__unidentified	nan	Firmicutes	Bacilli	RF39	RF39	RF39	unidentified	0.9801011959517264
4356	-0.5660059495355222	0.0038770138688682455	-1.311614629469924	43799cde6cc536bc7c79df6c73afc3f2	12.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__RF39; f__RF39; g__RF39; s__unidentified	nan	Firmicutes	Bacilli	RF39	RF39	RF39	unidentified	0.9801011959517264
4357	-0.5610286045414632	0.004109990944459612	-1.3218409930794126	43799cde6cc536bc7c79df6c73afc3f2	11.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__RF39; f__RF39; g__RF39; s__unidentified	nan	Firmicutes	Bacilli	RF39	RF39	RF39	unidentified	0.9801011959517264
4358	-0.5637323281872189	0.0036571376568189724	-1.2962236714461859	43799cde6cc536bc7c79df6c73afc3f2	18.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__RF39; f__RF39; g__RF39; s__unidentified	nan	Firmicutes	Bacilli	RF39	RF39	RF39	unidentified	0.9801011959517264
4359	-0.5669287603688717	0.00420620021394762	-1.3106893274386706	43799cde6cc536bc7c79df6c73afc3f2	6.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__RF39; f__RF39; g__RF39; s__unidentified	nan	Firmicutes	Bacilli	RF39	RF39	RF39	unidentified	0.9801011959517264
4360	-0.5412148535925057	0.0035287665373059615	-1.317733687006473	43799cde6cc536bc7c79df6c73afc3f2	3.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__RF39; f__RF39; g__RF39; s__unidentified	nan	Firmicutes	Bacilli	RF39	RF39	RF39	unidentified	0.9801011959517264
4361	-0.5299528971543693	0.00787428334540462	-1.2795820393870412	496f9bc4a68aa1deb211421c9d4202de	14.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9999849387170267
4362	-0.528418549305256	0.0083112569682963	-1.3061695171004264	496f9bc4a68aa1deb211421c9d4202de	9.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9999849387170267
4363	-0.5306641525529292	0.007620998698728534	-1.2848871251199683	496f9bc4a68aa1deb211421c9d4202de	12.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9999849387170267
4364	-0.5324291430895485	0.00792196856114009	-1.3067750583408497	496f9bc4a68aa1deb211421c9d4202de	11.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9999849387170267
4365	-0.5314703896468821	0.0073369530984476045	-1.2519451846323055	496f9bc4a68aa1deb211421c9d4202de	18.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9999849387170267
4366	-0.5303369193814501	0.008046255856476007	-1.282906660720049	496f9bc4a68aa1deb211421c9d4202de	6.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9999849387170267
4367	-0.5394551947218105	0.007171117734262614	-1.2979840115450163	496f9bc4a68aa1deb211421c9d4202de	3.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	nan	nan	0.9999849387170267
4368	-0.5439807330789589	0.012027967907925995	-1.302012132144803	8b051eb810a39055815e33fec299b4a7	14.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014	nan	Firmicutes	Clostridia	Clostridia_UCG-014	Clostridia_UCG-014	Clostridia_UCG-014	nan	0.9999999993661924
4369	-0.5446067503184892	0.012572813170929328	-1.3178487167568806	8b051eb810a39055815e33fec299b4a7	9.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014	nan	Firmicutes	Clostridia	Clostridia_UCG-014	Clostridia_UCG-014	Clostridia_UCG-014	nan	0.9999999993661924
4370	-0.5436905393386902	0.011712157221185415	-1.3051720572790904	8b051eb810a39055815e33fec299b4a7	12.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014	nan	Firmicutes	Clostridia	Clostridia_UCG-014	Clostridia_UCG-014	Clostridia_UCG-014	nan	0.9999999993661924
4371	-0.5429704193840332	0.012087424732200265	-1.318209401782871	8b051eb810a39055815e33fec299b4a7	11.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014	nan	Firmicutes	Clostridia	Clostridia_UCG-014	Clostridia_UCG-014	Clostridia_UCG-014	nan	0.9999999993661924
4372	-0.5433615928613611	0.01135799190849247	-1.285550495826638	8b051eb810a39055815e33fec299b4a7	18.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014	nan	Firmicutes	Clostridia	Clostridia_UCG-014	Clostridia_UCG-014	Clostridia_UCG-014	nan	0.9999999993661924
4373	-0.5438240511800959	0.012242393683568886	-1.3039924120198207	8b051eb810a39055815e33fec299b4a7	6.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014	nan	Firmicutes	Clostridia	Clostridia_UCG-014	Clostridia_UCG-014	Clostridia_UCG-014	nan	0.9999999993661924
4374	-0.5401037751285159	0.01115121830047306	-1.3129730962592048	8b051eb810a39055815e33fec299b4a7	3.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014	nan	Firmicutes	Clostridia	Clostridia_UCG-014	Clostridia_UCG-014	Clostridia_UCG-014	nan	0.9999999993661924
4375	-0.4886111720579175	0.010581692942102865	-1.3200580636552433	8b2fdc29114b1c11010377f2ae1ab98e	14.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014	nan	Firmicutes	Clostridia	Clostridia_UCG-014	Clostridia_UCG-014	Clostridia_UCG-014	nan	0.9999999803548903
4376	-0.48070996761860735	0.011088978286853506	-1.3272451129008151	8b2fdc29114b1c11010377f2ae1ab98e	9.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014	nan	Firmicutes	Clostridia	Clostridia_UCG-014	Clostridia_UCG-014	Clostridia_UCG-014	nan	0.9999999803548903
4377	-0.49227381890545785	0.010287653250510367	-1.3214921189208668	8b2fdc29114b1c11010377f2ae1ab98e	12.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014	nan	Firmicutes	Clostridia	Clostridia_UCG-014	Clostridia_UCG-014	Clostridia_UCG-014	nan	0.9999999803548903
4378	-0.5013627299182607	0.010637050999973263	-1.3274088010385943	8b2fdc29114b1c11010377f2ae1ab98e	11.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014	nan	Firmicutes	Clostridia	Clostridia_UCG-014	Clostridia_UCG-014	Clostridia_UCG-014	nan	0.9999999803548903
4379	-0.4964255789574943	0.009957902980208284	-1.3125873498757632	8b2fdc29114b1c11010377f2ae1ab98e	18.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014	nan	Firmicutes	Clostridia	Clostridia_UCG-014	Clostridia_UCG-014	Clostridia_UCG-014	nan	0.9999999803548903
4380	-0.4905887145865938	0.010781336879394032	-1.320956765574274	8b2fdc29114b1c11010377f2ae1ab98e	6.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014	nan	Firmicutes	Clostridia	Clostridia_UCG-014	Clostridia_UCG-014	Clostridia_UCG-014	nan	0.9999999803548903
4381	-0.5375437500042429	0.009765383694179695	-1.3250324309698391	8b2fdc29114b1c11010377f2ae1ab98e	3.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014	nan	Firmicutes	Clostridia	Clostridia_UCG-014	Clostridia_UCG-014	Clostridia_UCG-014	nan	0.9999999803548903
4382	-0.5393939585505724	0.012991777717548551	-1.326910136610764	931d227d17a11f9f5b788e6a21ec4060	14.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelatoclostridiaceae; g__Erysipelatoclostridium; s__unidentified	nan	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	unidentified	0.9910273512421691
4383	-0.5393135868920663	0.013561653226193977	-1.3308129415751047	931d227d17a11f9f5b788e6a21ec4060	9.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelatoclostridiaceae; g__Erysipelatoclostridium; s__unidentified	nan	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	unidentified	0.9910273512421691
4384	-0.5394312152756603	0.012661458656408341	-1.3276888759540715	931d227d17a11f9f5b788e6a21ec4060	12.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelatoclostridiaceae; g__Erysipelatoclostridium; s__unidentified	nan	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	unidentified	0.9910273512421691
4385	-0.5395236683766684	0.01305396599425113	-1.3309018296367974	931d227d17a11f9f5b788e6a21ec4060	11.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelatoclostridiaceae; g__Erysipelatoclostridium; s__unidentified	nan	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	unidentified	0.9910273512421691
4386	-0.5394734472978368	0.01229102295397988	-1.322853292441554	931d227d17a11f9f5b788e6a21ec4060	18.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelatoclostridiaceae; g__Erysipelatoclostridium; s__unidentified	nan	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	unidentified	0.9910273512421691
4387	-0.5394140742650837	0.01321605423467858	-1.3273981614163846	931d227d17a11f9f5b788e6a21ec4060	6.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelatoclostridiaceae; g__Erysipelatoclostridium; s__unidentified	nan	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	unidentified	0.9910273512421691
4388	-0.5398917044923123	0.012074750145816014	-1.3296113822522657	931d227d17a11f9f5b788e6a21ec4060	3.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelatoclostridiaceae; g__Erysipelatoclostridium; s__unidentified	nan	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	unidentified	0.9910273512421691
4389	-0.6591934611641496	-0.015260234433157542	-1.4292579439639106	bcb6f34a2bc9b0755e74b99d44877916	14.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__uncultured; s__unidentified	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	uncultured	unidentified	0.7958733397889816
4390	-0.6775628820805311	-0.015424066754579285	-1.3841047620498137	bcb6f34a2bc9b0755e74b99d44877916	9.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__uncultured; s__unidentified	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	uncultured	unidentified	0.7958733397889816
4391	-0.6506782148966576	-0.015165271695199063	-1.4202483830062669	bcb6f34a2bc9b0755e74b99d44877916	12.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__uncultured; s__unidentified	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	uncultured	unidentified	0.7958733397889816
4392	-0.6295475083887916	-0.015278112811124019	-1.3830763789109513	bcb6f34a2bc9b0755e74b99d44877916	11.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__uncultured; s__unidentified	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	uncultured	unidentified	0.7958733397889816
4393	-0.6410258348670714	-0.015058775907705747	-1.4761932698239422	bcb6f34a2bc9b0755e74b99d44877916	18.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__uncultured; s__unidentified	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	uncultured	unidentified	0.7958733397889816
4394	-0.6545958948857009	-0.01532471122130577	-1.4236117810046762	bcb6f34a2bc9b0755e74b99d44877916	6.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__uncultured; s__unidentified	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	uncultured	unidentified	0.7958733397889816
4395	-0.5454306636408165	-0.014996600089155293	-1.3980061040795697	bcb6f34a2bc9b0755e74b99d44877916	3.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__uncultured; s__unidentified	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	uncultured	unidentified	0.7958733397889816
4396	-0.537378025327422	0.007744134081119281	-1.3577109400758491	01fe2ad4c2e075979225a4966bb8137a	14.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia; s__Eubacterium_sp.	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Eubacterium_sp.	0.9136082130844168
4397	-0.5369871886920126	0.008177727713454028	-1.3468507144516102	01fe2ad4c2e075979225a4966bb8137a	9.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia; s__Eubacterium_sp.	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Eubacterium_sp.	0.9136082130844168
4398	-0.5375591998029821	0.007492808590944023	-1.3555439640040077	01fe2ad4c2e075979225a4966bb8137a	12.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia; s__Eubacterium_sp.	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Eubacterium_sp.	0.9136082130844168
4399	-0.5380087868788594	0.007791450451756443	-1.3466033681419425	01fe2ad4c2e075979225a4966bb8137a	11.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia; s__Eubacterium_sp.	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Eubacterium_sp.	0.9136082130844168
4400	-0.5377645684834444	0.007210960083110767	-1.3689998062637703	01fe2ad4c2e075979225a4966bb8137a	18.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia; s__Eubacterium_sp.	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Eubacterium_sp.	0.9136082130844168
4401	-0.5374758453590669	0.007914776384981299	-1.356352927172901	01fe2ad4c2e075979225a4966bb8137a	6.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia; s__Eubacterium_sp.	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Eubacterium_sp.	0.9136082130844168
4402	-0.539798497329298	0.007046407455309819	-1.3501942597904544	01fe2ad4c2e075979225a4966bb8137a	3.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia; s__Eubacterium_sp.	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Eubacterium_sp.	0.9136082130844168
4403	-0.5496834470458857	0.012976609440565442	-1.3908561825914252	09b621ca6c618773238d3822c48a5b6e	14.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Colidextribacter	nan	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	nan	0.8895421440215499
4404	-0.5511877140903679	0.013546091027406938	-1.3641092211007657	09b621ca6c618773238d3822c48a5b6e	9.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Colidextribacter	nan	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	nan	0.8895421440215499
4405	-0.5489861357700351	0.012646518709785923	-1.3855192745427232	09b621ca6c618773238d3822c48a5b6e	12.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Colidextribacter	nan	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	nan	0.8895421440215499
4406	-0.5472557477751657	0.01303875473012825	-1.3635000475487196	09b621ca6c618773238d3822c48a5b6e	11.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Colidextribacter	nan	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	nan	0.8895421440215499
4407	-0.5481957049096711	0.012276339068019709	-1.4186588157639475	09b621ca6c618773238d3822c48a5b6e	18.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Colidextribacter	nan	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	nan	0.8895421440215499
4408	-0.549306953553305	0.013200730928379652	-1.387511618668379	09b621ca6c618773238d3822c48a5b6e	6.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Colidextribacter	nan	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	nan	0.8895421440215499
4409	-0.5403674414961493	0.012060215756673025	-1.372343827039407	09b621ca6c618773238d3822c48a5b6e	3.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Colidextribacter	nan	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	nan	0.8895421440215499
4410	-0.5337749823887501	0.006977303768470219	-1.3965587696561155	1cff206409164ca709551b7048483ce0	14.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__UBA1819; s__uncultured_bacterium	nan	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	UBA1819	uncultured_bacterium	0.9996671916168491
